,MHdays,Discrim2,Insecurity2,EthRace5_2022,BIPOCAI,Gender3,Gender2,TransGender
589,12,0,1,5,white,2,MaleFemale,0
590,2,0,0,5,white,2,MaleFemale,0
591,5,0,1,5,white,2,MaleFemale,0
592,10,,2,,BIPOC/AI,2,MaleFemale,0
593,5,1,1,3,BIPOC/AI,1,MaleFemale,0
595,5,,7,2,BIPOC/AI,2,MaleFemale,0
596,6,,3,5,white,2,MaleFemale,0
597,15,,2,5,white,2,MaleFemale,0
598,2,,2,5,white,2,MaleFemale,0
599,3,0,0,5,white,2,MaleFemale,0
600,10,,5,5,white,2,MaleFemale,0
601,3,,0,5,white,2,MaleFemale,0
602,2,0,1,5,white,2,MaleFemale,0
603,4,0,1,5,white,2,MaleFemale,0
604,3,0,6,2,BIPOC/AI,1,MaleFemale,0
605,1,0,2,5,white,2,MaleFemale,0
606,3,0,1,5,white,2,MaleFemale,0
607,3,,2,5,white,2,MaleFemale,0
608,3,0,1,,BIPOC/AI,2,MaleFemale,0
609,2,,0,5,white,2,MaleFemale,0
610,5,0,6,5,white,2,MaleFemale,0
611,16,0,0,5,white,2,MaleFemale,0
612,5,,8,4,BIPOC/AI,2,MaleFemale,0
613,2,,6,5,white,2,MaleFemale,0
614,15,0,0,5,white,2,MaleFemale,0
615,20,0,6,2,BIPOC/AI,2,MaleFemale,0
616,5,0,3,5,white,2,MaleFemale,0
617,2,0,1,5,white,2,MaleFemale,0
618,4,,1,5,white,1,MaleFemale,0
619,7,0,2,3,BIPOC/AI,2,MaleFemale,0
620,5,,1,5,white,2,MaleFemale,0
621,7,0,6,5,white,2,MaleFemale,0
622,2,,,5,white,2,MaleFemale,0
623,15,0,2,5,white,2,MaleFemale,0
624,5,0,3,5,white,2,MaleFemale,0
625,4,,1,5,white,2,MaleFemale,0
626,2,,0,5,white,1,MaleFemale,0
627,28,0,0,5,white,2,MaleFemale,0
628,2,,2,5,white,2,MaleFemale,0
629,5,0,2,5,white,2,MaleFemale,0
630,2,0,3,5,white,2,MaleFemale,0
631,5,0,1,5,white,2,MaleFemale,0
633,3,0,0,,BIPOC/AI,1,MaleFemale,0
634,1,0,,5,white,2,MaleFemale,0
635,3,,2,5,white,2,MaleFemale,0
636,1,0,2,5,white,2,MaleFemale,0
637,5,0,2,2,BIPOC/AI,2,MaleFemale,0
638,3,,4,5,white,2,MaleFemale,0
639,3,0,4,5,white,1,MaleFemale,0
640,2,0,2,5,white,2,MaleFemale,0
641,6,,1,5,white,2,MaleFemale,0
642,3,,4,5,white,2,MaleFemale,0
644,2,0,1,5,white,2,MaleFemale,0
645,10,0,1,5,white,1,MaleFemale,0
646,20,,1,5,white,2,MaleFemale,0
647,5,,1,5,white,1,MaleFemale,0
648,4,0,4,5,white,2,MaleFemale,0
649,5,0,3,5,white,2,MaleFemale,0
650,30,,3,5,white,2,MaleFemale,0
651,1,0,2,5,white,2,MaleFemale,0
652,20,0,0,2,BIPOC/AI,2,MaleFemale,0
653,5,,6,5,white,2,MaleFemale,0
654,5,,3,5,white,2,MaleFemale,0
655,5,,3,5,white,2,MaleFemale,0
656,10,,0,5,white,1,MaleFemale,0
657,7,0,3,5,white,2,MaleFemale,0
658,30,,1,5,white,2,MaleFemale,0
659,10,,6,,BIPOC/AI,2,MaleFemale,0
660,4,0,1,5,white,2,MaleFemale,0
661,2,0,2,5,white,2,MaleFemale,0
662,30,0,3,5,white,2,MaleFemale,0
663,6,0,1,5,white,2,MaleFemale,0
664,2,,0,5,white,2,MaleFemale,0
665,2,0,2,3,BIPOC/AI,1,MaleFemale,0
666,3,,0,5,white,2,MaleFemale,0
667,3,0,0,5,white,2,MaleFemale,0
668,4,0,0,5,white,2,MaleFemale,0
669,2,,3,5,white,2,MaleFemale,0
670,1,0,2,5,white,2,MaleFemale,0
671,2,,2,5,white,2,MaleFemale,0
672,6,0,0,5,white,2,MaleFemale,0
673,5,0,0,5,white,1,MaleFemale,0
674,1,0,0,5,white,2,MaleFemale,0
675,2,0,1,5,white,2,MaleFemale,0
676,1,0,1,5,white,2,MaleFemale,0
677,5,,2,5,white,1,MaleFemale,0
678,3,,1,5,white,2,MaleFemale,0
679,2,0,4,5,white,2,MaleFemale,0
680,3,0,4,5,white,2,MaleFemale,0
681,10,,2,5,white,1,MaleFemale,0
682,2,,0,5,white,2,MaleFemale,0
683,20,,7,5,white,2,MaleFemale,0
684,3,1,1,5,white,2,MaleFemale,0
685,3,,4,5,white,2,MaleFemale,0
686,2,0,1,5,white,1,MaleFemale,0
687,25,0,4,5,white,2,MaleFemale,0
688,3,0,1,5,white,2,MaleFemale,0
689,3,0,2,5,white,2,MaleFemale,0
690,2,,1,5,white,1,MaleFemale,0
691,5,0,5,,BIPOC/AI,2,MaleFemale,0
692,18,,1,5,white,2,MaleFemale,0
693,3,,2,3,BIPOC/AI,1,MaleFemale,0
694,4,,2,5,white,2,MaleFemale,0
696,5,0,0,5,white,1,MaleFemale,0
697,1.5,,2,3,BIPOC/AI,2,MaleFemale,0
698,2,,0,,BIPOC/AI,2,MaleFemale,0
699,3,,5,5,white,1,MaleFemale,0
700,10,0,3,5,white,2,MaleFemale,0
701,7,,3,5,white,2,MaleFemale,0
702,3,0,0,5,white,1,MaleFemale,0
703,15,0,4,,BIPOC/AI,2,MaleFemale,0
704,3,0,4,4,BIPOC/AI,2,MaleFemale,0
705,8,,2,5,white,2,MaleFemale,0
706,10,1,4,5,white,2,MaleFemale,0
707,29,0,11,5,white,2,MaleFemale,0
708,2,0,4,5,white,2,MaleFemale,0
709,10,,3,5,white,2,MaleFemale,0
710,1,0,0,,BIPOC/AI,1,MaleFemale,0
711,2,,1,5,white,1,MaleFemale,0
712,10,0,0,5,white,2,MaleFemale,0
713,2,0,1,5,white,2,MaleFemale,0
714,15,1,5,5,white,2,MaleFemale,0
715,4,0,1,5,white,2,MaleFemale,0
716,2,,2,5,white,2,MaleFemale,0
717,10,,1,5,white,2,MaleFemale,0
718,2,,1,5,white,1,MaleFemale,0
719,2,0,2,5,white,1,MaleFemale,0
720,10,0,1,5,white,1,MaleFemale,0
721,30,,1,5,white,2,MaleFemale,0
722,3,,3,5,white,1,MaleFemale,0
723,12,0,2,5,white,2,MaleFemale,0
724,10,,1,5,white,2,MaleFemale,0
725,6,,9,4,BIPOC/AI,2,MaleFemale,0
726,5,0,3,5,white,1,MaleFemale,0
727,20,1,5,5,white,2,MaleFemale,0
728,10,0,2,5,white,2,MaleFemale,0
729,2,,2,5,white,1,MaleFemale,0
730,2,0,1,5,white,1,MaleFemale,0
731,8,,6,5,white,2,MaleFemale,0
732,2,0,2,5,white,1,MaleFemale,0
733,4,0,8,3,BIPOC/AI,2,MaleFemale,0
734,8,0,1,5,white,2,MaleFemale,0
735,1,,2,5,white,1,MaleFemale,0
736,15,0,1,5,white,1,MaleFemale,0
737,8,0,6,5,white,2,MaleFemale,0
738,4,0,2,5,white,2,MaleFemale,0
739,5,0,0,5,white,2,MaleFemale,0
740,1,0,4,5,white,1,MaleFemale,0
741,20,0,0,5,white,2,MaleFemale,0
742,1,0,1,5,white,1,MaleFemale,0
743,1,0,0,5,white,1,MaleFemale,0
744,1,0,2,5,white,2,MaleFemale,0
745,1,0,6,5,white,2,MaleFemale,0
746,2,0,1,5,white,1,MaleFemale,0
747,1,0,1,5,white,2,MaleFemale,0
748,2,,0,5,white,2,MaleFemale,0
749,5,1,0,5,white,1,MaleFemale,0
750,3,0,2,5,white,2,MaleFemale,0
751,1,0,2,5,white,1,MaleFemale,0
752,30,0,12,5,white,1,MaleFemale,0
753,1,0,1,5,white,2,MaleFemale,0
754,20,0,3,5,white,3,AgenderNonbinaryGenderQueer,1
755,5,0,1,5,white,1,MaleFemale,0
756,2,0,0,5,white,2,MaleFemale,0
757,5,,1,5,white,2,MaleFemale,0
758,3,0,1,5,white,1,MaleFemale,0
759,4,0,0,5,white,2,MaleFemale,0
760,1,0,1,5,white,1,MaleFemale,0
761,2,0,1,5,white,2,MaleFemale,0
762,3,,0,2,BIPOC/AI,2,MaleFemale,0
763,2,0,,5,white,2,MaleFemale,0
764,2,,0,5,white,2,MaleFemale,0
765,20,0,2,5,white,2,MaleFemale,0
766,6,0,0,5,white,1,MaleFemale,0
767,25,0,2,5,white,2,MaleFemale,0
768,4,,3,,BIPOC/AI,1,MaleFemale,0
769,4,0,1,5,white,2,MaleFemale,0
770,1,,0,5,white,2,MaleFemale,0
771,1,,0,5,white,2,MaleFemale,0
772,6,,0,3,BIPOC/AI,2,MaleFemale,0
773,10,0,4,,BIPOC/AI,2,MaleFemale,0
774,3,,2,5,white,1,MaleFemale,0
775,20,,9,5,white,2,MaleFemale,0
776,2,0,2,5,white,2,MaleFemale,0
777,20,0,7,,BIPOC/AI,2,MaleFemale,0
778,15,0,0,5,white,2,MaleFemale,0
779,2,0,1,5,white,2,MaleFemale,0
780,4,0,3,5,white,2,MaleFemale,0
781,25,0,2,5,white,2,MaleFemale,0
782,1,,4,4,BIPOC/AI,2,MaleFemale,0
783,15,,4,5,white,1,MaleFemale,0
784,15,0,3,5,white,2,MaleFemale,0
785,3,,1,5,white,2,MaleFemale,0
786,3,,1,,BIPOC/AI,2,MaleFemale,0
787,2,0,0,5,white,2,MaleFemale,0
788,3,0,3,5,white,1,MaleFemale,0
789,20,0,3,5,white,1,MaleFemale,0
790,5,0,3,,BIPOC/AI,2,MaleFemale,0
791,3.5,,0,3,BIPOC/AI,2,MaleFemale,0
792,7,,2,5,white,2,MaleFemale,0
793,3,0,0,3,BIPOC/AI,2,MaleFemale,0
794,5,1,4,5,white,1,MaleFemale,0
795,10,0,2,5,white,1,MaleFemale,0
796,6,0,4,5,white,2,MaleFemale,0
798,3,0,1,5,white,2,MaleFemale,0
799,30,0,0,5,white,2,MaleFemale,0
800,30,1,15,5,white,2,MaleFemale,0
801,10,0,4,,BIPOC/AI,2,MaleFemale,0
802,10,0,1,5,white,2,MaleFemale,0
803,2,0,1,5,white,2,MaleFemale,0
804,15,0,2,5,white,2,MaleFemale,0
805,1,,2,5,white,2,MaleFemale,0
806,5,1,1,5,white,2,MaleFemale,0
807,3,,0,5,white,2,MaleFemale,0
808,3,0,2,5,white,1,MaleFemale,0
809,5,1,12,4,BIPOC/AI,2,MaleFemale,0
810,3,,1,5,white,2,MaleFemale,0
811,1,0,1,5,white,1,MaleFemale,0
812,3,0,2,5,white,2,MaleFemale,0
813,1,,2,5,white,2,MaleFemale,0
814,2,,6,4,BIPOC/AI,1,MaleFemale,0
815,3,0,0,5,white,2,MaleFemale,0
816,15,0,5,5,white,2,MaleFemale,0
817,1,0,1,5,white,2,MaleFemale,0
819,25,1,13,4,BIPOC/AI,2,MaleFemale,0
820,8,,0,5,white,2,MaleFemale,0
821,4,,2,5,white,2,MaleFemale,0
822,1,,8,5,white,1,MaleFemale,0
823,20,,5,5,white,2,MaleFemale,0
824,15,0,0,5,white,2,MaleFemale,0
825,2,,0,5,white,2,MaleFemale,0
826,25,1,5,5,white,2,MaleFemale,0
827,5,,6,5,white,2,MaleFemale,0
828,20,,0,5,white,2,MaleFemale,0
829,20,1,5,5,white,1,MaleFemale,0
830,2,0,1,5,white,1,MaleFemale,0
831,3,,0,5,white,2,MaleFemale,0
832,20,,15,5,white,2,MaleFemale,0
833,5,0,2,5,white,2,MaleFemale,0
834,15,0,3,5,white,1,MaleFemale,0
835,1,0,3,3,BIPOC/AI,2,MaleFemale,0
836,1,,3,5,white,2,MaleFemale,0
837,1,,2,5,white,2,MaleFemale,0
838,3,0,3,5,white,1,MaleFemale,0
839,10,,4,4,BIPOC/AI,1,MaleFemale,0
840,3,0,2,5,white,2,MaleFemale,0
841,3,,2,5,white,2,MaleFemale,0
842,2,0,4,5,white,2,MaleFemale,0
843,5,0,0,5,white,1,MaleFemale,0
844,3,0,2,5,white,2,MaleFemale,0
845,5,0,2,5,white,2,MaleFemale,0
846,10,1,0,5,white,2,MaleFemale,0
847,5,0,2,5,white,2,MaleFemale,0
848,12,0,2,5,white,2,MaleFemale,0
849,1,,4,5,white,2,MaleFemale,0
850,7,,2,5,white,2,MaleFemale,0
851,5,,3,5,white,2,MaleFemale,0
852,5,0,1,5,white,2,MaleFemale,0
853,2,0,1,5,white,1,MaleFemale,0
854,1,0,3,5,white,2,MaleFemale,0
855,5,0,0,5,white,2,MaleFemale,0
856,5,,2,5,white,2,MaleFemale,0
857,5,0,0,5,white,2,MaleFemale,0
858,1,0,0,5,white,2,MaleFemale,0
859,2,0,4,5,white,2,MaleFemale,0
860,2,0,4,5,white,2,MaleFemale,0
861,1,,2,5,white,2,MaleFemale,0
862,2,1,7,5,white,1,MaleFemale,0
863,1,0,2,5,white,1,MaleFemale,0
864,4,,4,5,white,2,MaleFemale,0
865,1,0,0,5,white,2,MaleFemale,0
866,4,0,0,5,white,1,MaleFemale,0
867,2,0,2,5,white,1,MaleFemale,0
868,4,0,1,5,white,2,MaleFemale,0
869,4,,1,5,white,1,MaleFemale,0
870,6,,1,5,white,1,MaleFemale,0
871,15,,2,5,white,2,MaleFemale,0
872,4,,4,5,white,2,MaleFemale,0
873,2,,0,5,white,2,MaleFemale,0
874,20,,2,5,white,2,MaleFemale,0
875,15,0,4,5,white,2,MaleFemale,0
876,5,0,4,,BIPOC/AI,2,MaleFemale,0
877,25,0,1,5,white,2,MaleFemale,0
878,1,,1,5,white,2,MaleFemale,0
879,2,0,3,5,white,2,MaleFemale,0
880,2,0,3,5,white,2,MaleFemale,0
881,20,0,5,5,white,2,MaleFemale,0
884,17,,9,5,white,1,MaleFemale,0
885,5,0,1,5,white,1,MaleFemale,0
886,15,0,6,5,white,1,MaleFemale,0
887,10,,0,5,white,2,MaleFemale,0
888,3,,0,2,BIPOC/AI,2,MaleFemale,0
889,10,,1,5,white,1,MaleFemale,0
890,15,0,4,5,white,1,MaleFemale,0
891,4,0,2,5,white,2,MaleFemale,0
892,20,,7,5,white,2,MaleFemale,0
893,7,0,0,,BIPOC/AI,2,MaleFemale,0
894,15,,0,2,BIPOC/AI,1,MaleFemale,0
895,2,0,,5,white,2,MaleFemale,0
896,5,0,1,5,white,2,MaleFemale,0
897,2,0,1,5,white,2,MaleFemale,0
898,2,,1,5,white,2,MaleFemale,0
899,2,0,3,,BIPOC/AI,2,MaleFemale,0
900,7,,0,5,white,2,MaleFemale,0
901,3,,3,5,white,2,MaleFemale,0
902,20,0,2,5,white,1,MaleFemale,0
903,12,,7,5,white,1,MaleFemale,0
904,2,0,3,5,white,1,MaleFemale,0
905,3,0,0,4,BIPOC/AI,2,MaleFemale,0
906,2,,2,5,white,2,MaleFemale,0
907,15,,3,2,BIPOC/AI,1,MaleFemale,0
908,3,0,2,5,white,1,MaleFemale,0
909,1,0,0,5,white,1,MaleFemale,0
910,5,0,0,5,white,2,MaleFemale,0
911,10,,2,5,white,1,MaleFemale,0
912,3,,2,5,white,2,MaleFemale,0
913,15,0,2,5,white,2,MaleFemale,0
914,1,,2,5,white,1,MaleFemale,0
915,30,0,17,1,BIPOC/AI,1,MaleFemale,0
916,10,,7,5,white,2,MaleFemale,0
917,15,0,1,5,white,2,MaleFemale,0
918,8,,3,5,white,1,MaleFemale,0
919,29,1,6,5,white,3,AgenderNonbinaryGenderQueer,1
920,1,0,2,5,white,1,MaleFemale,0
921,10,,1,5,white,2,MaleFemale,0
922,1,,3,5,white,1,MaleFemale,0
923,2,,0,5,white,1,MaleFemale,0
924,10,0,2,5,white,2,MaleFemale,0
925,2,0,2,2,BIPOC/AI,1,MaleFemale,0
926,5,0,0,5,white,1,MaleFemale,0
927,2,,2,5,white,1,MaleFemale,0
928,25,0,2,5,white,2,MaleFemale,0
929,1,0,,5,white,2,MaleFemale,0
930,1,,2,5,white,1,MaleFemale,0
931,10,,3,5,white,2,MaleFemale,0
932,1,0,2,5,white,1,MaleFemale,0
933,7,0,2,5,white,2,MaleFemale,0
934,20,0,3,5,white,2,MaleFemale,0
935,5,0,1,,BIPOC/AI,2,MaleFemale,0
936,7,0,5,5,white,2,MaleFemale,0
937,8,0,6,5,white,2,MaleFemale,0
938,19,,19,5,white,2,MaleFemale,0
939,20,1,11,2,BIPOC/AI,2,MaleFemale,0
940,2,0,1,5,white,2,MaleFemale,0
941,10,0,4,5,white,1,MaleFemale,0
942,2,,2,5,white,1,MaleFemale,0
943,3,,1,5,white,2,MaleFemale,0
944,2,0,2,5,white,2,MaleFemale,0
945,15,,8,4,BIPOC/AI,1,MaleFemale,0
946,15,0,1,5,white,1,MaleFemale,1
947,10,0,0,5,white,2,MaleFemale,0
948,2,,2,5,white,2,MaleFemale,0
949,7,0,2,5,white,2,MaleFemale,0
950,12,0,1,5,white,2,MaleFemale,0
951,3,,1,5,white,2,MaleFemale,0
952,3,0,1,5,white,2,MaleFemale,0
953,4,,2,5,white,2,MaleFemale,0
954,2,0,1,5,white,1,MaleFemale,0
955,5,,2,5,white,2,MaleFemale,0
956,3,,1,5,white,2,MaleFemale,0
957,3,,3,5,white,2,MaleFemale,0
958,1,0,0,5,white,2,MaleFemale,0
959,10,1,4,3,BIPOC/AI,2,MaleFemale,0
960,4,0,1,5,white,1,MaleFemale,0
961,20,,2,5,white,1,MaleFemale,0
962,1,,1,5,white,2,MaleFemale,0
963,3,,1,5,white,2,MaleFemale,0
964,2,0,1,5,white,2,MaleFemale,0
965,5,,0,5,white,1,MaleFemale,0
966,3,0,2,5,white,2,MaleFemale,0
967,2,,1,5,white,2,MaleFemale,0
968,16,0,1,5,white,2,MaleFemale,0
969,7,0,1,5,white,2,MaleFemale,0
970,4,0,0,5,white,1,MaleFemale,0
971,7,0,2,5,white,1,MaleFemale,0
972,15,0,3,5,white,2,MaleFemale,0
973,7,,1,5,white,2,MaleFemale,0
974,8,,0,5,white,2,MaleFemale,0
975,3,0,1,5,white,2,MaleFemale,0
976,2,,1,5,white,2,MaleFemale,0
977,20,0,2,5,white,2,MaleFemale,0
978,5,,2,5,white,2,MaleFemale,0
979,7,0,4,,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
980,2,0,0,5,white,2,MaleFemale,0
981,10,0,3,5,white,2,MaleFemale,0
982,10,0,2,5,white,2,MaleFemale,0
983,5,,0,5,white,1,MaleFemale,0
984,15,,4,5,white,2,MaleFemale,0
985,1,0,0,5,white,2,MaleFemale,0
986,1,0,1,5,white,1,MaleFemale,0
987,15,,0,5,white,2,MaleFemale,0
988,2,,0,5,white,1,MaleFemale,0
989,10,0,0,5,white,2,MaleFemale,0
990,5,,0,5,white,2,MaleFemale,0
991,1,0,4,5,white,2,MaleFemale,0
992,2,0,0,5,white,2,MaleFemale,0
993,6,1,5,5,white,2,MaleFemale,0
994,1,,0,5,white,2,MaleFemale,0
995,2,0,1,5,white,2,MaleFemale,0
996,10,1,11,5,white,2,MaleFemale,0
997,2,,2,,BIPOC/AI,1,MaleFemale,0
998,5,,0,5,white,2,MaleFemale,0
999,5,0,4,5,white,1,MaleFemale,0
1000,2,,2,5,white,2,MaleFemale,0
1001,3,,2,5,white,2,MaleFemale,0
1002,7,,3,5,white,1,MaleFemale,0
1003,10,0,1,5,white,1,MaleFemale,0
1004,2,0,0,5,white,2,MaleFemale,0
1005,1,0,0,5,white,1,MaleFemale,0
1006,2,,1,5,white,2,MaleFemale,0
1007,7,,0,5,white,1,MaleFemale,0
1008,3,,2,5,white,2,MaleFemale,0
1009,5,,0,5,white,1,MaleFemale,0
1010,7,,4,3,BIPOC/AI,2,MaleFemale,0
1011,10,0,1,5,white,2,MaleFemale,0
1012,15,1,10,5,white,2,MaleFemale,0
1013,10,0,2,5,white,1,MaleFemale,0
1014,1,0,1,5,white,2,MaleFemale,0
1015,3,,0,5,white,1,MaleFemale,0
1016,3,0,0,5,white,2,MaleFemale,0
1017,3,0,7,5,white,1,MaleFemale,0
1018,4,,6,5,white,1,MaleFemale,0
1019,2,0,1,5,white,2,MaleFemale,0
1020,7,0,0,,BIPOC/AI,2,MaleFemale,0
1021,1,,0,5,white,1,MaleFemale,0
1022,30,,3,5,white,1,MaleFemale,0
1023,15,0,0,5,white,2,MaleFemale,0
1024,1,0,1,3,BIPOC/AI,2,MaleFemale,0
1025,15,,4,5,white,2,MaleFemale,0
1026,1,0,,5,white,2,MaleFemale,0
1027,5,,6,3,BIPOC/AI,1,MaleFemale,0
1028,2,0,1,5,white,2,MaleFemale,0
1029,1,,1,5,white,2,MaleFemale,0
1030,6,,0,5,white,2,MaleFemale,0
1031,5,0,0,5,white,2,MaleFemale,0
1032,4,0,0,,BIPOC/AI,2,MaleFemale,0
1033,7,,3,5,white,2,MaleFemale,0
1034,15,0,,2,BIPOC/AI,1,MaleFemale,0
1035,1,0,0,5,white,2,MaleFemale,0
1036,3,,1,,BIPOC/AI,2,MaleFemale,0
1037,1,0,4,,BIPOC/AI,1,MaleFemale,0
1038,10,,12,5,white,1,MaleFemale,0
1039,2,,0,5,white,2,MaleFemale,0
1040,4,,0,5,white,2,MaleFemale,0
1041,2,,3,5,white,2,MaleFemale,0
1042,15,0,0,5,white,2,MaleFemale,0
1043,5,,1,5,white,1,MaleFemale,0
1044,30,,2,3,BIPOC/AI,1,MaleFemale,0
1045,2,,2,5,white,2,MaleFemale,0
1046,20,0,1,5,white,2,MaleFemale,0
1047,7,0,2,5,white,2,MaleFemale,0
1048,10,0,0,5,white,1,MaleFemale,0
1049,8,0,0,5,white,2,MaleFemale,0
1050,15,,2,3,BIPOC/AI,2,MaleFemale,0
1051,5,,4,5,white,2,MaleFemale,0
1052,15,0,,5,white,1,MaleFemale,0
1053,2,0,7,5,white,2,MaleFemale,0
1054,5,,1,5,white,2,MaleFemale,0
1055,15,,6,5,white,1,MaleFemale,0
1056,30,,2,5,white,2,MaleFemale,0
1057,1,,1,3,BIPOC/AI,2,MaleFemale,0
1058,5,0,0,5,white,2,MaleFemale,0
1059,15,,7,5,white,2,MaleFemale,0
1060,1,,0,5,white,1,MaleFemale,0
1061,5,0,1,5,white,2,MaleFemale,0
1062,1,0,2,5,white,1,MaleFemale,0
1063,5,,1,5,white,2,MaleFemale,0
1064,3,0,1,5,white,2,MaleFemale,0
1065,5,,1,5,white,2,MaleFemale,0
1066,21,,3,,BIPOC/AI,2,MaleFemale,0
1067,4,,1,5,white,1,MaleFemale,0
1068,5,0,3,5,white,2,MaleFemale,0
1069,3,0,2,5,white,2,MaleFemale,0
1070,20,,2,5,white,2,MaleFemale,0
1071,5,0,1,5,white,2,MaleFemale,0
1072,2,,0,5,white,2,MaleFemale,0
1073,4,,1,5,white,2,MaleFemale,0
1074,2,0,0,5,white,2,MaleFemale,0
1075,2,0,2,5,white,2,MaleFemale,0
1076,5,0,0,5,white,2,MaleFemale,0
1077,10,,3,5,white,2,MaleFemale,0
1078,28,0,1,5,white,2,MaleFemale,0
1079,4,0,1,5,white,2,MaleFemale,0
1080,7,0,1,5,white,2,MaleFemale,0
1081,1,0,1,5,white,2,MaleFemale,0
1082,2,0,1,,BIPOC/AI,2,MaleFemale,0
1083,7,0,0,5,white,1,MaleFemale,0
1084,15,0,0,5,white,1,MaleFemale,0
1085,5,0,0,5,white,2,MaleFemale,0
1086,5,,2,5,white,2,MaleFemale,0
1087,5,0,2,5,white,2,MaleFemale,0
1088,2,,1,5,white,2,MaleFemale,0
1089,3,0,0,5,white,2,MaleFemale,0
1090,2,,3,5,white,1,MaleFemale,0
1091,20,,5,5,white,2,MaleFemale,0
1092,30,0,0,5,white,1,MaleFemale,0
1093,30,0,1,5,white,2,MaleFemale,0
1094,30,,13,3,BIPOC/AI,2,MaleFemale,0
1095,4,0,0,5,white,2,MaleFemale,0
1097,20,0,1,5,white,2,MaleFemale,0
1098,2,1,0,5,white,2,MaleFemale,0
1099,6,,2,5,white,1,MaleFemale,0
1100,2,0,2,5,white,2,MaleFemale,0
1101,2,,1,5,white,1,MaleFemale,0
1102,1,,0,5,white,2,MaleFemale,0
1103,2,0,0,,BIPOC/AI,2,MaleFemale,0
1104,4,0,2,5,white,2,MaleFemale,0
1105,2,,3,5,white,1,MaleFemale,0
1106,10,0,4,5,white,2,MaleFemale,0
1107,30,,1,5,white,2,MaleFemale,0
1108,1,,1,5,white,2,MaleFemale,0
1109,15,0,3,5,white,2,MaleFemale,0
1110,20,0,0,5,white,2,MaleFemale,0
1111,3,,0,5,white,1,MaleFemale,0
1112,2,0,2,5,white,,MaleFemale,0
1113,3,0,2,5,white,2,MaleFemale,0
1114,3,0,,5,white,2,MaleFemale,0
1115,2,,1,5,white,1,MaleFemale,0
1116,1,,1,,BIPOC/AI,2,MaleFemale,0
1117,5,0,1,5,white,2,MaleFemale,0
1118,1,,0,5,white,2,MaleFemale,0
1119,1,,0,5,white,2,MaleFemale,0
1120,2,,4,5,white,2,MaleFemale,0
1121,2,0,6,5,white,2,MaleFemale,0
1122,2,0,0,5,white,2,MaleFemale,0
1123,2,0,1,5,white,1,MaleFemale,0
1124,30,,1,5,white,2,MaleFemale,0
1125,2,0,3,5,white,2,MaleFemale,0
1126,7,0,5,3,BIPOC/AI,2,MaleFemale,0
1127,6,,1,5,white,1,MaleFemale,0
1128,30,0,1,5,white,1,MaleFemale,0
1129,1,,4,5,white,1,MaleFemale,0
1130,20,,2,5,white,2,MaleFemale,0
1131,3,0,3,5,white,2,MaleFemale,0
1132,3,0,1,5,white,2,MaleFemale,0
1133,2,0,0,5,white,2,MaleFemale,0
1134,20,,1,5,white,1,MaleFemale,0
1135,12,0,10,5,white,2,MaleFemale,0
1136,3,,1,5,white,2,MaleFemale,0
1137,6,0,0,,BIPOC/AI,2,MaleFemale,0
1138,4,0,1,5,white,2,MaleFemale,0
1139,1,,1,5,white,2,MaleFemale,0
1140,12,,1,5,white,2,MaleFemale,0
1141,4,0,0,5,white,2,MaleFemale,0
1142,3,0,0,5,white,2,MaleFemale,0
1143,2,,0,5,white,2,MaleFemale,0
1144,3,0,9,5,white,2,MaleFemale,0
1145,1,0,0,5,white,2,MaleFemale,0
1146,2,,4,5,white,2,MaleFemale,0
1147,8,0,2,5,white,2,MaleFemale,0
1148,3,0,0,5,white,1,MaleFemale,0
1149,3,,3,5,white,2,MaleFemale,0
1150,3,0,1,5,white,2,MaleFemale,0
1152,15,,1,5,white,2,MaleFemale,0
1153,15,0,0,5,white,1,MaleFemale,0
1154,20,0,3,5,white,1,MaleFemale,0
1155,3,,1,5,white,2,MaleFemale,0
1156,1,,1,5,white,2,MaleFemale,0
1158,1,0,4,5,white,2,MaleFemale,0
1159,2,0,4,5,white,1,MaleFemale,0
1160,3,0,2,5,white,2,MaleFemale,0
1161,3,0,1,5,white,2,MaleFemale,0
1162,4,,3,5,white,1,MaleFemale,0
1163,2,,1,5,white,1,MaleFemale,0
1164,3,0,1,5,white,2,MaleFemale,0
1165,2,,3,5,white,1,MaleFemale,0
1166,5,0,2,5,white,2,MaleFemale,0
1167,5,0,2,5,white,2,MaleFemale,0
1168,5,0,4,5,white,2,MaleFemale,0
1169,15,0,0,5,white,2,MaleFemale,0
1170,17.5,1,,5,white,2,MaleFemale,0
1171,15,0,5,5,white,2,MaleFemale,0
1172,5,0,0,5,white,1,MaleFemale,0
1173,1,0,1,5,white,2,MaleFemale,0
1174,20,,3,,BIPOC/AI,2,MaleFemale,0
1175,1,0,0,5,white,2,MaleFemale,0
1176,2,0,2,5,white,2,MaleFemale,0
1177,2,,2,5,white,1,MaleFemale,0
1178,2,0,0,5,white,1,MaleFemale,0
1179,2,,2,5,white,2,MaleFemale,0
1180,15,,3,5,white,2,MaleFemale,0
1181,3,0,0,5,white,2,MaleFemale,0
1182,1,,0,5,white,1,MaleFemale,0
1183,3,,4,5,white,2,MaleFemale,0
1184,2,0,0,5,white,1,MaleFemale,0
1185,1,0,1,5,white,1,MaleFemale,0
