,MHdays,Discrim2,Insecurity2,EthRace5_2022,BIPOCAI,Gender3,Gender2,TransGender
1763,5,0,1,5,white,1,MaleFemale,0
1764,7,0,,5,white,1,MaleFemale,0
1765,1,,5,5,white,1,MaleFemale,0
1766,1,0,2,5,white,2,MaleFemale,0
1767,10,0,5,5,white,2,MaleFemale,0
1768,9,0,,5,white,2,MaleFemale,0
1769,1,0,0,5,white,2,MaleFemale,0
1770,1,1,1,5,white,2,MaleFemale,0
1771,1,0,0,5,white,2,MaleFemale,0
1772,15,0,0,5,white,2,MaleFemale,0
1773,2,0,0,5,white,2,MaleFemale,0
1774,5,,4,3,BIPOC/AI,2,MaleFemale,0
1775,2,0,3,3,BIPOC/AI,2,MaleFemale,0
1776,10,0,0,5,white,2,MaleFemale,0
1777,1,0,0,5,white,1,MaleFemale,0
1778,5,,1,5,white,2,MaleFemale,0
1779,2,,0,5,white,2,MaleFemale,0
1780,5,,1,5,white,2,MaleFemale,0
1781,8,0,3,5,white,2,MaleFemale,0
1782,5,,3,5,white,2,MaleFemale,0
1783,25,,13,5,white,2,MaleFemale,0
1784,2,0,0,5,white,2,MaleFemale,0
1785,2,0,0,5,white,2,MaleFemale,0
1786,20,0,10,,BIPOC/AI,1,MaleFemale,0
1787,1,0,2,5,white,1,MaleFemale,0
1788,4,0,7,1,BIPOC/AI,2,MaleFemale,0
1789,3,,0,5,white,2,MaleFemale,0
1790,3,,2,5,white,1,MaleFemale,0
1791,2,0,2,5,white,1,MaleFemale,0
1792,3,,2,5,white,1,MaleFemale,0
1793,2,0,1,5,white,2,MaleFemale,0
1795,2,0,1,5,white,2,MaleFemale,0
1796,10,,3,5,white,2,MaleFemale,0
1797,1,0,1,5,white,2,MaleFemale,0
1798,2,,0,5,white,2,MaleFemale,0
1799,2,,0,5,white,1,MaleFemale,0
1800,15,,5,5,white,2,MaleFemale,0
1801,2,,3,5,white,1,MaleFemale,0
1802,7,,3,5,white,1,MaleFemale,0
1803,2,0,3,5,white,2,MaleFemale,0
1804,7,0,2,5,white,2,MaleFemale,0
1805,1,1,0,5,white,2,MaleFemale,0
1806,2,,2,5,white,2,MaleFemale,0
1807,7,,0,5,white,2,MaleFemale,0
1808,4,0,0,5,white,2,MaleFemale,0
1809,15,0,2,5,white,2,MaleFemale,0
1810,30,,12,2,BIPOC/AI,2,MaleFemale,0
1811,10,0,8,5,white,1,MaleFemale,0
1812,4,0,0,5,white,2,MaleFemale,0
1813,3,0,3,5,white,2,MaleFemale,0
1814,20,1,3,,BIPOC/AI,2,MaleFemale,0
1815,5,0,3,5,white,1,MaleFemale,0
1816,3,0,0,5,white,2,MaleFemale,0
1817,1,,2,5,white,1,MaleFemale,0
1818,1,0,4,5,white,2,MaleFemale,0
1819,15,0,2,5,white,1,MaleFemale,0
1820,5,0,6,5,white,1,MaleFemale,0
1821,4,0,0,5,white,1,MaleFemale,0
1822,2,1,2,5,white,2,MaleFemale,0
1823,3,0,0,5,white,2,MaleFemale,0
1824,25,,1,5,white,2,MaleFemale,0
1825,3,0,3,5,white,2,MaleFemale,0
1826,30,0,6,5,white,2,MaleFemale,0
1827,2,0,1,5,white,2,MaleFemale,0
1828,1,0,2,3,BIPOC/AI,1,MaleFemale,0
1829,15,,3,5,white,1,MaleFemale,0
1830,5,0,3,5,white,1,MaleFemale,0
1831,1,0,2,5,white,2,MaleFemale,0
1832,10,,0,5,white,2,MaleFemale,0
1833,3,,0,5,white,2,MaleFemale,0
1834,1,,1,5,white,2,MaleFemale,0
1835,4,0,0,5,white,2,MaleFemale,0
1836,3,0,2,5,white,2,MaleFemale,0
1837,1,0,1,5,white,1,MaleFemale,0
1838,29,0,4,,BIPOC/AI,1,MaleFemale,0
1839,5,,1,5,white,1,MaleFemale,0
1840,10,0,2,5,white,2,MaleFemale,0
1841,22,0,3,5,white,1,MaleFemale,0
1842,3,,1,5,white,1,MaleFemale,0
1843,3,0,0,5,white,2,MaleFemale,0
1844,30,0,12,5,white,1,MaleFemale,0
1845,3,0,2,5,white,2,MaleFemale,0
1846,30,0,9,5,white,1,MaleFemale,0
1847,2,,1,5,white,2,MaleFemale,0
1848,2,0,2,5,white,2,MaleFemale,0
1849,5,0,1,5,white,2,MaleFemale,0
1850,10,,0,5,white,2,MaleFemale,0
1851,30,0,17,,BIPOC/AI,,MaleFemale,0
1852,4,0,5,5,white,2,MaleFemale,0
1853,27,,13,5,white,2,MaleFemale,0
1854,2,0,,5,white,1,MaleFemale,0
1855,4,,3,5,white,2,MaleFemale,0
1856,10,,0,5,white,1,MaleFemale,0
1857,2,,3,5,white,1,MaleFemale,0
1858,5,,4,5,white,2,MaleFemale,0
1859,2,0,2,5,white,2,MaleFemale,0
1860,3,0,1,,BIPOC/AI,2,MaleFemale,0
1861,30,,10,,BIPOC/AI,2,MaleFemale,0
1862,5,,2,1,BIPOC/AI,2,MaleFemale,0
1863,2,0,3,5,white,1,MaleFemale,0
1864,7,0,3,5,white,2,MaleFemale,0
1865,20,0,4,5,white,2,MaleFemale,0
1866,1,0,4,5,white,2,MaleFemale,0
1867,2,,6,,BIPOC/AI,2,MaleFemale,0
1868,25,,4,5,white,1,MaleFemale,0
1869,2,0,2,5,white,3,AgenderNonbinaryGenderQueer,1
1870,26,,14,2,BIPOC/AI,1,MaleFemale,0
1871,30,0,7,5,white,1,MaleFemale,0
1872,10,,3,5,white,1,MaleFemale,0
1873,20,0,7,,BIPOC/AI,1,MaleFemale,0
1874,20,0,10,5,white,2,MaleFemale,0
1875,30,,4,3,BIPOC/AI,2,MaleFemale,0
1876,30,1,,4,BIPOC/AI,2,MaleFemale,0
1877,20,0,2,5,white,1,MaleFemale,0
1878,4,,12,2,BIPOC/AI,2,MaleFemale,0
1879,20,,14,,BIPOC/AI,2,MaleFemale,0
1880,5,0,1,5,white,2,MaleFemale,0
1881,15,,6,4,BIPOC/AI,1,MaleFemale,0
1882,2,,1,5,white,1,MaleFemale,0
1883,7,0,5,5,white,2,MaleFemale,0
1884,5,0,4,5,white,1,MaleFemale,0
1885,10,0,3,5,white,1,MaleFemale,0
1886,5,0,8,5,white,2,MaleFemale,0
1887,10,,2,5,white,2,MaleFemale,0
1888,3,0,0,5,white,2,MaleFemale,0
1889,3,,5,3,BIPOC/AI,2,MaleFemale,0
1890,15,,3,5,white,1,MaleFemale,0
1891,1,,2,5,white,2,MaleFemale,0
1892,20,0,2,5,white,2,MaleFemale,0
1893,10,0,3,5,white,2,MaleFemale,0
1894,2,,5,3,BIPOC/AI,1,MaleFemale,0
1895,3,0,0,5,white,2,MaleFemale,0
1896,5,,8,5,white,1,MaleFemale,0
1897,5,,2,5,white,2,MaleFemale,0
1898,10,0,2,5,white,2,MaleFemale,0
1899,3,,4,5,white,1,MaleFemale,0
1900,14,,7,4,BIPOC/AI,2,MaleFemale,0
1901,10,0,3,2,BIPOC/AI,1,MaleFemale,0
1902,5,,2,5,white,1,MaleFemale,0
1903,5,0,0,5,white,1,MaleFemale,0
1904,2,0,2,5,white,2,MaleFemale,0
1905,5,,0,5,white,2,MaleFemale,0
1906,18,0,2,3,BIPOC/AI,2,MaleFemale,0
1907,5,0,3,3,BIPOC/AI,2,MaleFemale,0
1908,6,0,2,3,BIPOC/AI,2,MaleFemale,0
1909,21,,7,5,white,1,MaleFemale,0
1910,2,,1,2,BIPOC/AI,2,MaleFemale,0
1911,0.5,,3,5,white,2,MaleFemale,0
1912,6,,0,,BIPOC/AI,1,MaleFemale,0
1913,3,0,14,,BIPOC/AI,1,MaleFemale,0
1914,2,0,0,5,white,1,MaleFemale,0
1915,10,0,3,3,BIPOC/AI,2,MaleFemale,0
1916,10,,2,5,white,1,MaleFemale,0
1917,5,0,3,5,white,1,MaleFemale,0
1918,4,0,0,5,white,2,MaleFemale,0
1920,2,,2,5,white,1,MaleFemale,0
1921,3,,7,4,BIPOC/AI,2,MaleFemale,0
1922,6,0,3,5,white,2,MaleFemale,0
1923,10,0,3,5,white,2,MaleFemale,0
1924,4,,4,,BIPOC/AI,1,MaleFemale,0
1925,10,,3,5,white,2,MaleFemale,0
1926,5,0,4,5,white,2,MaleFemale,0
1927,2,,3,2,BIPOC/AI,2,MaleFemale,0
1928,2,0,6,5,white,2,MaleFemale,0
1929,20,,2,5,white,1,MaleFemale,0
1930,30,,2,5,white,2,MaleFemale,0
1931,25,1,21,,BIPOC/AI,2,MaleFemale,0
1932,20,0,8,5,white,2,MaleFemale,0
1933,5,0,2,5,white,1,MaleFemale,0
1934,2,,5,5,white,2,MaleFemale,0
1935,5,0,4,4,BIPOC/AI,2,MaleFemale,0
1936,15,0,3,5,white,1,MaleFemale,0
1937,3,0,7,5,white,1,MaleFemale,0
1938,2,,1,5,white,1,MaleFemale,0
1939,8,0,0,5,white,2,MaleFemale,0
1941,5,,2,5,white,2,MaleFemale,0
1942,10,,12,5,white,2,MaleFemale,0
1943,25,,5,5,white,2,MaleFemale,0
1944,5,0,3,5,white,1,MaleFemale,0
1945,30,0,5,2,BIPOC/AI,1,MaleFemale,0
1946,30,,2,5,white,2,MaleFemale,0
1947,15,,9,5,white,2,MaleFemale,0
1948,2,,7,5,white,2,MaleFemale,0
1949,20,,2,5,white,2,MaleFemale,0
1950,30,,,5,white,1,MaleFemale,0
1951,1,0,3,5,white,1,MaleFemale,0
1952,5,0,3,2,BIPOC/AI,2,MaleFemale,0
1953,3,0,0,5,white,1,MaleFemale,0
1954,5,0,2,5,white,2,MaleFemale,0
1955,7,,1,5,white,2,MaleFemale,0
1957,2,0,6,5,white,1,MaleFemale,0
1958,4,0,2,5,white,2,MaleFemale,0
1959,4,,2,1,BIPOC/AI,2,MaleFemale,0
1960,10,,6,5,white,2,MaleFemale,0
1961,3,0,1,5,white,2,MaleFemale,0
1962,3,1,5,5,white,2,MaleFemale,0
1963,10,,11,4,BIPOC/AI,1,MaleFemale,0
1964,10,0,3,5,white,2,MaleFemale,0
1966,3,0,2,5,white,1,MaleFemale,0
1967,3,,5,5,white,1,MaleFemale,0
1968,7,,13,4,BIPOC/AI,2,MaleFemale,0
1969,20,,,4,BIPOC/AI,2,MaleFemale,0
1970,1,0,4,5,white,1,MaleFemale,0
1971,4,0,3,5,white,2,MaleFemale,0
1972,20,1,2,,BIPOC/AI,2,MaleFemale,0
1973,5,0,0,5,white,2,MaleFemale,0
1974,5,,8,4,BIPOC/AI,1,MaleFemale,0
1975,2,0,1,5,white,2,MaleFemale,0
1976,2,0,3,,BIPOC/AI,2,MaleFemale,0
1977,1,,5,5,white,2,MaleFemale,0
1978,1,,6,5,white,1,MaleFemale,0
1980,4,,1,5,white,2,MaleFemale,0
1981,4,,17,4,BIPOC/AI,1,MaleFemale,0
1982,15,0,2,5,white,2,MaleFemale,0
1983,5,0,2,5,white,1,MaleFemale,0
1984,1,0,6,5,white,1,MaleFemale,0
1985,5,,5,5,white,2,MaleFemale,0
1986,30,,,5,white,2,MaleFemale,0
1987,2,0,2,,BIPOC/AI,1,MaleFemale,0
1988,7,,14,3,BIPOC/AI,1,MaleFemale,0
1989,3,0,1,5,white,1,MaleFemale,0
1990,10,0,7,5,white,1,MaleFemale,0
1991,3,,1,2,BIPOC/AI,1,MaleFemale,0
1992,3,0,3,5,white,2,MaleFemale,0
1993,5,0,4,5,white,2,MaleFemale,0
1994,30,1,6,5,white,2,MaleFemale,1
1995,12,0,6,5,white,1,MaleFemale,0
1996,2,0,2,5,white,2,MaleFemale,0
1997,5,,5,3,BIPOC/AI,2,MaleFemale,0
1998,4,0,5,5,white,2,MaleFemale,0
1999,25,0,,5,white,2,MaleFemale,0
2000,20,,7,5,white,1,MaleFemale,0
2001,5,0,4,5,white,1,MaleFemale,0
2002,5,0,4,5,white,2,MaleFemale,0
2003,6,0,1,5,white,2,MaleFemale,0
2004,5,0,7,5,white,2,MaleFemale,0
2005,20,0,0,5,white,1,MaleFemale,1
2006,2,,1,,BIPOC/AI,1,MaleFemale,0
2007,1,0,7,5,white,2,MaleFemale,0
2008,2,0,0,5,white,1,MaleFemale,0
2009,15,0,14,5,white,2,MaleFemale,0
2010,15,0,2,5,white,1,MaleFemale,0
2011,4,0,2,5,white,3,AgenderNonbinaryGenderQueer,1
2012,15,,3,2,BIPOC/AI,2,MaleFemale,0
2013,1,0,8,5,white,1,MaleFemale,0
2014,30,1,2,,BIPOC/AI,1,MaleFemale,0
2015,10,,6,5,white,1,MaleFemale,0
2016,3,,1,5,white,2,MaleFemale,0
2017,3.5,,6,5,white,1,MaleFemale,0
2018,20,0,12,,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2019,3,0,1,5,white,2,MaleFemale,0
2020,6,,8,5,white,1,MaleFemale,0
2021,2,0,2,5,white,2,MaleFemale,0
2022,12,0,5,5,white,2,MaleFemale,0
2023,21,,16,4,BIPOC/AI,2,MaleFemale,0
2024,14,1,,5,white,2,MaleFemale,0
2025,10,,3,5,white,1,MaleFemale,0
2026,2,,0,5,white,1,MaleFemale,0
2027,20,0,14,5,white,2,MaleFemale,0
2028,10,,0,4,BIPOC/AI,1,MaleFemale,0
2029,2,0,12,,BIPOC/AI,2,MaleFemale,0
2030,1,,8,5,white,2,MaleFemale,0
2031,15,0,9,5,white,2,MaleFemale,0
2032,7,0,5,5,white,2,MaleFemale,0
2033,4,,12,5,white,2,MaleFemale,0
2034,3,,9,5,white,2,MaleFemale,0
2035,10,0,3,5,white,1,MaleFemale,0
2037,3,,3,2,BIPOC/AI,2,MaleFemale,0
2038,4,0,10,5,white,2,MaleFemale,0
2040,10,0,2,5,white,2,MaleFemale,0
2041,4,,3,1,BIPOC/AI,1,MaleFemale,0
2042,30,1,12,4,BIPOC/AI,2,MaleFemale,0
2043,20,0,17,4,BIPOC/AI,2,MaleFemale,0
2044,5,,5,5,white,2,MaleFemale,0
2045,15,,6,5,white,2,MaleFemale,0
2046,5,0,1,5,white,1,MaleFemale,0
2048,5,,2,5,white,2,MaleFemale,0
2049,2,,4,5,white,2,MaleFemale,0
2050,7,0,5,4,BIPOC/AI,2,MaleFemale,0
2051,5,0,2,5,white,1,MaleFemale,0
2052,20,0,8,4,BIPOC/AI,2,MaleFemale,0
2053,5,0,2,5,white,2,MaleFemale,0
2054,20,,13,5,white,1,MaleFemale,0
2055,3,0,3,4,BIPOC/AI,2,MaleFemale,0
2056,12,0,9,5,white,1,MaleFemale,0
2057,13,,6,5,white,2,MaleFemale,0
2059,15,0,5,5,white,2,MaleFemale,0
2060,2,0,3,5,white,1,MaleFemale,0
2061,15,,9,5,white,3,AgenderNonbinaryGenderQueer,0
2062,9,,11,1,BIPOC/AI,1,MaleFemale,0
2063,30,0,6,5,white,2,MaleFemale,0
2064,3,0,3,5,white,2,MaleFemale,0
2065,1,0,8,2,BIPOC/AI,2,MaleFemale,0
2066,30,0,1,5,white,2,MaleFemale,0
2067,15,,2,4,BIPOC/AI,1,MaleFemale,0
2068,2,0,4,4,BIPOC/AI,2,MaleFemale,0
2069,15,0,6,,BIPOC/AI,2,MaleFemale,0
2070,30,1,22,5,white,2,MaleFemale,0
2071,2,,10,,BIPOC/AI,1,MaleFemale,0
2072,2,0,8,5,white,2,MaleFemale,0
2073,14,0,1,5,white,2,MaleFemale,0
2074,2,0,4,5,white,1,MaleFemale,0
2075,2,,6,5,white,1,MaleFemale,0
2076,20,0,6,4,BIPOC/AI,2,MaleFemale,0
2077,15,,4,5,white,2,MaleFemale,0
2078,20,,5,5,white,1,MaleFemale,0
2079,2,0,5,5,white,2,MaleFemale,0
2080,1,,5,5,white,2,MaleFemale,0
2081,3,,6,5,white,2,MaleFemale,0
2082,10,,8,4,BIPOC/AI,2,MaleFemale,0
2083,6,,5,3,BIPOC/AI,1,MaleFemale,0
2084,10,1,10,2,BIPOC/AI,2,MaleFemale,0
2085,2,0,6,5,white,1,MaleFemale,0
2086,30,1,16,4,BIPOC/AI,1,MaleFemale,0
2087,12,0,3,5,white,2,MaleFemale,0
2088,3,1,7,4,BIPOC/AI,1,MaleFemale,0
2089,20,,6,5,white,2,MaleFemale,0
2090,1,0,5,4,BIPOC/AI,2,MaleFemale,0
2091,20,0,13,,BIPOC/AI,1,MaleFemale,0
2092,9,0,6,3,BIPOC/AI,1,MaleFemale,0
2093,2,0,4,5,white,2,MaleFemale,0
2094,1,,1,5,white,1,MaleFemale,0
2095,20,,10,4,BIPOC/AI,2,MaleFemale,0
2096,20,1,3,5,white,1,MaleFemale,0
2097,4,,6,5,white,1,MaleFemale,0
2098,6,0,,5,white,2,MaleFemale,0
2099,5,,5,5,white,2,MaleFemale,0
2100,10,0,8,3,BIPOC/AI,2,MaleFemale,0
2101,30,,4,5,white,1,MaleFemale,0
2102,15,0,2,5,white,2,MaleFemale,0
2103,20,0,9,5,white,2,MaleFemale,0
2104,2,1,12,5,white,1,MaleFemale,0
2105,2,,7,3,BIPOC/AI,1,MaleFemale,0
2106,15,0,11,,BIPOC/AI,2,MaleFemale,0
2107,10,0,3,5,white,2,MaleFemale,0
2108,30,,15,4,BIPOC/AI,2,MaleFemale,0
2109,5,0,2,5,white,2,MaleFemale,0
2110,15,0,5,5,white,2,MaleFemale,0
2111,3,,4,5,white,1,MaleFemale,0
2112,2,0,6,5,white,2,MaleFemale,0
2113,2,0,6,1,BIPOC/AI,1,MaleFemale,0
2114,1,,5,5,white,1,MaleFemale,0
2116,4,,,2,BIPOC/AI,2,MaleFemale,0
2117,4,0,4,4,BIPOC/AI,2,MaleFemale,0
2118,2,0,7,3,BIPOC/AI,2,MaleFemale,0
2119,3,1,11,4,BIPOC/AI,2,MaleFemale,0
2120,2,,11,5,white,1,MaleFemale,0
2122,22.5,,2,5,white,2,MaleFemale,0
2123,2,,4,2,BIPOC/AI,1,MaleFemale,0
2124,7,,4,5,white,1,MaleFemale,0
2125,20,0,5,5,white,1,MaleFemale,0
2126,1,,2,5,white,1,MaleFemale,0
2127,3,,7,,BIPOC/AI,2,MaleFemale,0
2128,20,,6,4,BIPOC/AI,2,MaleFemale,0
2129,7,1,7,5,white,2,MaleFemale,0
2130,10,0,3,5,white,2,MaleFemale,0
2131,10,,10,4,BIPOC/AI,2,MaleFemale,0
2132,20,0,4,5,white,2,MaleFemale,0
2133,2,,16,4,BIPOC/AI,2,MaleFemale,0
2134,5,0,6,,BIPOC/AI,2,MaleFemale,0
2135,2,0,3,,BIPOC/AI,1,MaleFemale,0
2136,7,1,10,,BIPOC/AI,2,MaleFemale,0
2137,10,,,4,BIPOC/AI,2,MaleFemale,0
2138,1,0,1,5,white,1,MaleFemale,0
2139,8,0,16,,BIPOC/AI,2,MaleFemale,0
2140,25,,14,5,white,2,MaleFemale,0
2141,10,0,7,,BIPOC/AI,2,MaleFemale,0
2142,15,0,4,5,white,2,MaleFemale,0
2143,5,0,2,5,white,1,MaleFemale,0
2144,5,0,7,5,white,2,MaleFemale,0
2145,30,,8,4,BIPOC/AI,2,MaleFemale,1
2146,2,,2,5,white,1,MaleFemale,0
2147,5,1,12,5,white,1,MaleFemale,0
2148,2,0,8,1,BIPOC/AI,2,MaleFemale,0
2150,12,,5,2,BIPOC/AI,1,MaleFemale,0
2151,3,,11,5,white,2,MaleFemale,0
2152,2,,7,5,white,2,MaleFemale,0
2153,1,,3,5,white,2,MaleFemale,0
2154,1,0,6,5,white,2,MaleFemale,0
2155,2,,2,5,white,1,MaleFemale,0
2156,1,0,5,5,white,2,MaleFemale,0
2157,5,,6,5,white,1,MaleFemale,0
2158,30,0,2,5,white,1,MaleFemale,0
2159,2,0,12,2,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2160,3,,8,5,white,2,MaleFemale,0
2161,3,0,7,4,BIPOC/AI,1,MaleFemale,0
2162,5,0,3,5,white,1,MaleFemale,0
2163,10,,4,5,white,1,MaleFemale,0
2164,4,0,3,4,BIPOC/AI,2,MaleFemale,0
2165,30,,8,4,BIPOC/AI,1,MaleFemale,0
2166,2,0,3,5,white,2,MaleFemale,0
2167,5,,0,4,BIPOC/AI,2,MaleFemale,0
2168,5,,4,4,BIPOC/AI,2,MaleFemale,0
2169,4,,6,5,white,2,MaleFemale,0
2170,3,,3,5,white,2,MaleFemale,0
2171,20,0,5,5,white,1,MaleFemale,0
2172,30,0,6,1,BIPOC/AI,2,MaleFemale,0
2173,3,0,3,4,BIPOC/AI,1,MaleFemale,0
2174,7,,13,4,BIPOC/AI,1,MaleFemale,0
2175,12,0,11,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2176,2,,4,,BIPOC/AI,1,MaleFemale,0
2177,5,0,1,,BIPOC/AI,2,MaleFemale,0
2178,3,,3,5,white,1,MaleFemale,0
2179,2,0,3,5,white,1,MaleFemale,0
2180,5,0,3,5,white,1,MaleFemale,0
2181,2,1,10,4,BIPOC/AI,2,MaleFemale,0
2182,15,,6,5,white,2,MaleFemale,0
2183,20,,5,5,white,2,MaleFemale,0
2184,2,0,1,5,white,1,MaleFemale,0
2185,2,0,4,5,white,2,MaleFemale,0
2186,10,0,7,5,white,2,MaleFemale,0
2187,12,0,3,5,white,2,MaleFemale,0
2188,2,0,5,5,white,2,MaleFemale,0
2189,5,0,8,4,BIPOC/AI,2,MaleFemale,0
2190,3,0,9,5,white,2,MaleFemale,0
2191,4,,6,3,BIPOC/AI,1,MaleFemale,0
2192,10,0,14,4,BIPOC/AI,1,MaleFemale,0
2193,1,0,4,5,white,2,MaleFemale,0
2194,18,,9,5,white,3,AgenderNonbinaryGenderQueer,0
2195,30,,11,5,white,2,MaleFemale,0
2196,2,0,11,,BIPOC/AI,2,MaleFemale,0
2197,15,0,11,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
2198,5,0,5,5,white,2,MaleFemale,0
2199,10,0,10,5,white,1,MaleFemale,0
2200,28,,13,3,BIPOC/AI,2,MaleFemale,0
2201,1,1,10,5,white,1,MaleFemale,0
2202,7,1,14,4,BIPOC/AI,2,MaleFemale,0
2203,20,,4,4,BIPOC/AI,1,MaleFemale,0
2204,14,1,16,4,BIPOC/AI,2,MaleFemale,0
2205,20,1,8,2,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2206,25,,20,5,white,2,MaleFemale,0
2207,2,0,3,5,white,2,MaleFemale,0
2208,7,0,4,5,white,3,AgenderNonbinaryGenderQueer,0
2209,10,0,5,5,white,1,MaleFemale,0
2210,2,,8,5,white,2,MaleFemale,0
2211,12,0,8,4,BIPOC/AI,2,MaleFemale,0
2212,10,,14,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
2213,20,,10,4,BIPOC/AI,1,MaleFemale,0
2214,2,,3,5,white,1,MaleFemale,0
2215,3,0,4,5,white,2,MaleFemale,0
2216,14,,13,5,white,2,MaleFemale,0
2217,2,,2,5,white,2,MaleFemale,0
2218,30,,3,5,white,2,MaleFemale,0
2219,4,1,15,,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2220,2,,5,5,white,2,MaleFemale,0
2221,1,,2,5,white,2,MaleFemale,0
2222,3,1,10,4,BIPOC/AI,2,MaleFemale,0
2223,20,0,8,5,white,2,MaleFemale,0
2224,4,,6,2,BIPOC/AI,2,MaleFemale,0
2225,30,0,,5,white,1,MaleFemale,0
2226,30,,11,4,BIPOC/AI,2,MaleFemale,0
2227,2,,5,5,white,2,MaleFemale,0
2228,3,,5,4,BIPOC/AI,2,MaleFemale,0
2229,2,,6,4,BIPOC/AI,1,MaleFemale,0
2230,2,1,3,4,BIPOC/AI,2,MaleFemale,0
2231,15,1,2,5,white,3,AgenderNonbinaryGenderQueer,1
2232,5,0,6,5,white,2,MaleFemale,0
2233,1,,8,5,white,2,MaleFemale,0
2234,2,1,13,4,BIPOC/AI,2,MaleFemale,0
2235,2,,8,4,BIPOC/AI,2,MaleFemale,0
2236,1,0,3,5,white,2,MaleFemale,0
2237,2,0,6,5,white,2,MaleFemale,0
2238,20,,6,4,BIPOC/AI,2,MaleFemale,0
2239,1,,4,5,white,1,MaleFemale,0
2240,3,,3,4,BIPOC/AI,1,MaleFemale,0
2241,4,,9,1,BIPOC/AI,2,MaleFemale,0
2242,6,0,6,5,white,1,MaleFemale,0
2243,25,,16,4,BIPOC/AI,2,MaleFemale,0
2244,20,,8,5,white,2,MaleFemale,0
2247,10,0,3,5,white,2,MaleFemale,0
2248,20,0,6,5,white,2,MaleFemale,0
2249,7,0,1,5,white,2,MaleFemale,0
2250,1,0,6,4,BIPOC/AI,1,MaleFemale,0
2251,20,,16,5,white,2,MaleFemale,0
2252,5,,2,,BIPOC/AI,2,MaleFemale,0
2253,5,0,7,5,white,2,MaleFemale,0
2254,3,,6,1,BIPOC/AI,2,MaleFemale,0
2255,3,0,8,4,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
2256,5,0,8,4,BIPOC/AI,1,MaleFemale,0
2257,3,0,4,2,BIPOC/AI,2,MaleFemale,0
2258,10,,8,2,BIPOC/AI,2,MaleFemale,0
2259,2,0,2,5,white,1,MaleFemale,0
2260,30,0,13,5,white,2,MaleFemale,0
2261,30,0,6,5,white,1,MaleFemale,0
2262,7,0,9,2,BIPOC/AI,2,MaleFemale,0
2263,7,,3,5,white,1,MaleFemale,0
2264,3,0,3,4,BIPOC/AI,1,MaleFemale,0
2265,30,1,11,,BIPOC/AI,1,MaleFemale,0
2266,30,0,9,5,white,2,MaleFemale,0
2267,3,0,7,5,white,2,MaleFemale,0
2268,5,0,7,5,white,2,MaleFemale,0
2269,7,0,8,5,white,2,MaleFemale,0
2270,20,,6,5,white,1,MaleFemale,0
2271,20,,7,5,white,1,MaleFemale,1
2272,12,,2,5,white,2,MaleFemale,0
2273,20,0,2,5,white,2,MaleFemale,0
2274,26,1,9,4,BIPOC/AI,1,MaleFemale,0
2275,1,0,3,5,white,2,MaleFemale,0
2276,3,0,4,5,white,2,MaleFemale,0
2277,30,0,7,5,white,2,MaleFemale,0
2278,2,0,10,,BIPOC/AI,1,MaleFemale,0
2279,1,0,3,5,white,1,MaleFemale,0
2280,4,0,5,5,white,1,MaleFemale,0
2281,15,0,7,5,white,2,MaleFemale,0
2282,30,,4,5,white,2,MaleFemale,0
2283,7,,5,5,white,1,MaleFemale,0
2284,10,,3,5,white,2,MaleFemale,0
2285,2,,10,5,white,2,MaleFemale,0
2286,15,,7,4,BIPOC/AI,1,MaleFemale,0
2287,2,1,7,4,BIPOC/AI,2,MaleFemale,0
2288,25,,3,5,white,2,MaleFemale,0
2289,10,,6,5,white,2,MaleFemale,0
2290,20,0,6,5,white,1,MaleFemale,0
2291,25,,7,5,white,1,MaleFemale,0
2292,2,0,6,5,white,3,AgenderNonbinaryGenderQueer,1
2293,14,,5,3,BIPOC/AI,2,MaleFemale,0
2294,1,,8,5,white,2,MaleFemale,0
2295,5,,4,5,white,2,MaleFemale,0
2296,1,0,2,5,white,3,AgenderNonbinaryGenderQueer,0
2297,15,,,5,white,1,MaleFemale,0
2298,15,0,5,5,white,1,MaleFemale,0
2299,15,0,3,5,white,2,MaleFemale,0
2300,10,0,5,5,white,2,MaleFemale,0
2301,15,0,6,5,white,2,MaleFemale,0
2302,25,0,5,,BIPOC/AI,1,MaleFemale,0
2303,3,0,4,5,white,2,MaleFemale,0
2304,3,,2,5,white,1,MaleFemale,0
2305,2,0,3,4,BIPOC/AI,1,MaleFemale,0
2306,10,0,10,3,BIPOC/AI,2,MaleFemale,0
2307,3,,11,5,white,2,MaleFemale,0
2308,5,,3,5,white,2,MaleFemale,0
2309,25,1,7,5,white,2,MaleFemale,0
2310,5,0,5,5,white,2,MaleFemale,0
2311,20,0,11,5,white,2,MaleFemale,0
2312,7,0,3,,BIPOC/AI,2,MaleFemale,0
2313,30,,,5,white,3,AgenderNonbinaryGenderQueer,1
2314,4,0,5,5,white,2,MaleFemale,0
2315,5,,5,4,BIPOC/AI,2,MaleFemale,0
